IP;MAC Address;Host Name;Phone DN;App Load ID;Boot Load ID;Version;Hardware Revision;Serial Number;Model Number;Message Waiting;UDI;1;2;3;4;Time;Time Zone;Date;System Free Memory;Java Heap Free Memory;Java Pool Free Memory
10.159.188.179;1C17D34060A9;SEP1C17D34060A9;7823;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH141789VV;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH141789VV;6:45:27p;Asia/Riyadh;20/09/15;10931024;1722196;600744
10.159.188.180;001BD4A01DAD;SEP001BD4A01DAD;8793;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178Y61;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178Y61;6:45:23p;Asia/Riyadh;20/09/15;10726224;1643632;546216
10.159.188.181;20BBC09221AF;SEP20BBC09221AF;8527;jar42sccp.9-0-3TH1-22.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-3S;14.0;FCH170684WE;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH170684WE;6:45:23p;Asia/Riyadh;20/09/15;7840416;2706348;123768
10.159.188.182;D824BDBBEAA4;SEPD824BDBBEAA4;8743;jar75sccp.9-0-3TH1-22.sbn;tnp75.8-3-4-16BN01.bin;SCCP75.9-0-3S;11.0;FCH1551ASKL;CP-7975G;Yes;phone;Cisco Unified IP Phone 7975G, Global, Gig Ethernet, Color;CP-7975G;V12;FCH1551ASKL;6:45:28p;Asia/Riyadh;20/09/15;5563040;2686940;262136
10.159.188.183;1C17D34065EC;SEP1C17D34065EC;7832;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178B1K;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178B1K;6:45:28p;Asia/Riyadh;20/09/15;10890064;1699152;599768
10.159.188.184;1C17D34066A4;SEP1C17D34066A4;7857;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178B6Z;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178B6Z;6:45:32p;Asia/Riyadh;20/09/15;10971984;1703748;593104
10.159.188.185;001BD4A060A5;SEP001BD4A060A5;8751;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11179GGN;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179GGN;6:45:28p;Asia/Riyadh;20/09/15;10890064;1821656;612304
10.159.188.186;001BD584F6FC;SEP001BD584F6FC;8524;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11229CFW;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11229CFW;6:45:33p;Asia/Riyadh;20/09/15;10959696;1789204;578776
10.159.188.187;001BD4A024CD;SEP001BD4A024CD;7884;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178ZRP;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178ZRP;6:45:24p;Asia/Riyadh;20/09/15;10787664;1608440;545032
10.159.188.188;A45630BA672D;SEPA45630BA672D;8706;jar75sccp.9-0-3TH1-22.sbn;tnp75.8-3-4-16BN01.bin;SCCP75.9-0-3S;11.0;FCH160488UH;CP-7975G;No;phone;Cisco Unified IP Phone 7975G, Global, Gig Ethernet, Color;CP-7975G;V12;FCH160488UH;6:45:27p;Asia/Riyadh;20/09/15;5677728;2671580;265864
10.159.188.189;001BD4A060A3;SEP001BD4A060A3;7883;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11179GGL;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179GGL;6:45:27p;Asia/Riyadh;20/09/15;10939216;1723308;591952
10.159.188.190;001BD512D6E8;SEP001BD512D6E8;7838;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208B49;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208B49;6:45:34p;Asia/Riyadh;20/09/15;10926928;1657188;591960
10.159.188.191;00270DBEDC60;SEP00270DBEDC60;8734;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428WGL;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428WGL;6:45:34p;Asia/Riyadh;20/09/15;10947408;1729412;604088
10.159.188.192;00270DBEDB1E;SEP00270DBEDB1E;8731;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428W74;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428W74;6:45:33p;Asia/Riyadh;20/09/15;10939216;1702560;600784
10.159.188.193;001BD4A01D3E;SEP001BD4A01D3E;7816;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178Y2S;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178Y2S;6:45:34p;Asia/Riyadh;20/09/15;10783568;1716656;601528
10.159.188.194;001BD5E82215;SEP001BD5E82215;8525;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11238KV4;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11238KV4;6:45:36p;Asia/Riyadh;20/09/15;10939216;1709300;612168
10.159.188.195;24B65745962A;SEP24B65745962A;7845;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH1542AV54;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1542AV54;6:45:29p;Asia/Riyadh;20/09/15;10955600;1694396;601384
10.159.188.196;001BD512D7A3;SEP001BD512D7A3;7817;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208B9S;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208B9S;6:45:30p;Asia/Riyadh;20/09/15;11676496;1915268;94928
10.159.188.197;00270DC019A6;SEP00270DC019A6;8777;jar42sccp.9-0-3TH1-22.sbn;tnp62.8-3-1-21a.bin;SCCP42.9-0-3S;11.0;FCH13438G3Q;CP-7962G;No;phone;Cisco Unified IP Phone 7962G, Global;CP-7962G;V06;FCH13438G3Q;6:45:33p;Asia/Riyadh;20/09/15;7176864;2611656;442248
10.159.188.198;001BD4A05D1A;SEP001BD4A05D1A;7872;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11179FPZ;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179FPZ;6:45:34p;Asia/Riyadh;20/09/15;10963792;1712320;600824
10.159.188.199;00270DBEDCF6;SEP00270DBEDCF6;8726;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428WM0;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428WM0;6:45:39p;Asia/Riyadh;20/09/15;10955600;1694700;601496
10.159.188.200;3037A61714BF;SEP3037A61714BF;8514;jar42sccp.9-0-3TH1-22.sbn;tnp62.8-3-1-21a.bin;SCCP42.9-0-3S;11.0;FCH14078EE5;CP-7962G;No;phone;Cisco Unified IP Phone 7962G, Global;CP-7962G;V06;FCH14078EE5;6:45:38p;Asia/Riyadh;20/09/15;7332512;2626668;469720
10.159.188.201;8478ACE7D9A9;SEP8478ACE7D9A9;8754;jar42sccp.9-0-3TH1-22.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-3S;14.0;FCH164987YP;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH164987YP;6:45:38p;Asia/Riyadh;20/09/15;7324320;2693768;456088
10.159.188.202;00270DBEE2B4;SEP00270DBEE2B4;8745;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428XW8;CP-7911G;Yes;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428XW8;6:45:40p;Asia/Riyadh;20/09/15;10955600;1721952;601120
10.159.188.203;E840400D39AC;SEPE840400D39AC;8515;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH15129JRZ;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15129JRZ;6:45:38p;Asia/Riyadh;20/09/15;10951504;1682540;583608
10.159.188.204;20BBC09354F5;SEP20BBC09354F5;7896;jar42sccp.9-0-3TH1-22.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-3S;14.0;FCH17089JRH;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH17089JRH;6:45:34p;Asia/Riyadh;20/09/15;7340704;2751424;448944
10.159.188.205;1CAA0711872B;SEP1CAA0711872B;8518;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH15158KQN;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15158KQN;6:45:37p;Asia/Riyadh;20/09/15;10873680;1706860;612352
10.159.188.206;1C17D34061D5;SEP1C17D34061D5;7801;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178A4P;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178A4P;6:45:43p;Asia/Riyadh;20/09/15;10881872;1728032;612192
10.159.188.207;001BD4A060F1;SEP001BD4A060F1;7873;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11179GJW;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179GJW;6:45:44p;Asia/Riyadh;20/09/15;10947408;1641608;592992
10.159.188.208;001BD49FF5C2;SEP001BD49FF5C2;8752;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178PBG;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178PBG;6:45:44p;Asia/Riyadh;20/09/15;10931024;1705608;599728
10.159.188.210;1CAA07115244;SEP1CAA07115244;7852;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH151587ZW;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH151587ZW;6:45:44p;Asia/Riyadh;20/09/15;10955600;1695876;601584
10.159.188.211;1CAA07114E5C;SEP1CAA07114E5C;8526;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH1515874G;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1515874G;6:45:45p;Asia/Riyadh;20/09/15;10914640;1704172;592128
10.159.188.212;CCD539D656CD;SEPCCD539D656CD;8528;jar42sccp.9-0-3TH1-22.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-3S;14.0;FCH164991PG;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH164991PG;6:45:39p;Asia/Riyadh;20/09/15;7242400;2628764;599792
10.159.188.213;00270DBEDA13;SEP00270DBEDA13;7830;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428VZ9;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428VZ9;6:45:41p;Asia/Riyadh;20/09/15;10955600;1697508;592504
10.159.188.214;FCFBFB116A4E;SEPFCFBFB116A4E;8477;jar42sccp.9-0-2ES2.sbn;tnp62.8-3-1-21a.bin;SCCP42.9-0-2SR1S;11.0;FCH14099CVL;CP-7962G;No;phone;Cisco Unified IP Phone 7962G, Global;CP-7962G;V06;FCH14099CVL;6:45:47p;Saudi Arabia Standard Time;20/09/15;8659616;2669392;189776
10.159.188.215;1CAA07118715;SEP1CAA07118715;8797;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH15158KQ0;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15158KQ0;6:45:45p;Asia/Riyadh;20/09/15;10971984;1719936;602008
10.159.188.216;B4A4E3D788D0;SEPB4A4E3D788D0;7855;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH1438B2QH;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1438B2QH;6:45:47p;Asia/Riyadh;20/09/15;10562384;1707464;590728
10.159.188.218;00269942AD41;SEP00269942AD41;8768;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13438SF1;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13438SF1;6:45:48p;Asia/Riyadh;20/09/15;10955600;1890876;600904
10.159.188.219;E840400D347E;SEPE840400D347E;8446;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH15129HLY;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15129HLY;6:45:45p;Saudi Arabia Standard Time;20/09/15;12282752;1715024;135504
10.159.188.220;E840400D2A51;SEPE840400D2A51;8523;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH15129FC6;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15129FC6;6:45:48p;Asia/Riyadh;20/09/15;10857296;1785220;608064
10.159.188.221;1C17D340664B;SEP1C17D340664B;8536;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH14178B4C;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH14178B4C;6:45:40p;Asia/Riyadh;20/09/15;10963792;1682756;603320
10.159.188.222;1CAA071151ED;SEP1CAA071151ED;7851;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH151587XB;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH151587XB;6:45:42p;Asia/Riyadh;20/09/15;10947408;1732300;601064
10.159.188.223;00270DBEDA17;SEP00270DBEDA17;8746;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428VZD;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428VZD;6:45:50p;Asia/Riyadh;20/09/15;10955600;1698776;601040
10.159.188.224;20BBC0929772;SEP20BBC0929772;8531;jar42sccp.9-0-3TH1-22.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-3S;14.0;FCH170889EW;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH170889EW;6:45:52p;Asia/Riyadh;20/09/15;7193248;2663256;413512
10.159.188.225;E840400D14A2;SEPE840400D14A2;8441;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH15129AJR;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15129AJR;6:45:48p;Saudi Arabia Standard Time;20/09/15;12290944;1735348;148096
10.159.188.226;001BD512E881;SEP001BD512E881;3216;jar11sccp.8-4-1-23.sbn;tnp11.3-0-1-23.bin;SCCP11.8-4-2S;7.1;FCH11208F0S;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208F0S;6:42:45p;20.09.15
10.159.188.228;001BD512D762;SEP001BD512D762;9030;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-2SR1S;7.1;FCH11208B7V;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208B7V;6:45:43p;Saudi Arabia Standard Time;20/09/15;12163968;1749412;125976
10.159.188.230;00270DBED9D2;SEP00270DBED9D2;8509;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428VXC;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428VXC;6:46:10p;Asia/Riyadh;20/09/15;10955600;1725428;595192
10.159.188.231;1CAA0711880F;SEP1CAA0711880F;8501;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH15158KXC;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15158KXC;6:46:09p;Asia/Riyadh;20/09/15;10955600;1643108;604040
10.159.188.233;001BD4A004A0;SEP001BD4A004A0;7856;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;5.1;FCH11178SME;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11178SME;6:46:28p;Asia/Riyadh;20/09/15;10963792;1706944;601104
10.159.188.235;00270DBEDB15;SEP00270DBEDB15;8714;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH13428W6V;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH13428W6V;6:46:54p;Asia/Riyadh;20/09/15;10971984;1715732;604760
10.159.188.236;001BD512D673;SEP001BD512D673;3599;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-2SR1S;7.1;FCH11208B0U;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208B0U;6:46:50p;Saudi Arabia Standard Time;20/09/15;12209024;1686076;131312
10.159.188.237;CCD539D65354;SEPCCD539D65354;8530;jar42sccp.9-0-3TH1-22.sbn;tnp42.9-3-1-48.bin;SCCP42.9-0-3S;14.0;FCH164990XB;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V12;FCH164990XB;6:46:51p;Asia/Riyadh;20/09/15;7856800;2765260;136448
10.159.188.238;1C17D337C866;SEP1C17D337C866;8533;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;8.2;FCH1416A7C9;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH1416A7C9;6:47:00p;Asia/Riyadh;20/09/15;10963792;1727264;601560
10.159.188.239;08CC683003C4;SEP08CC683003C4;8708;jar42sccp.9-0-3TH1-22.sbn;tnp62.9-3-1-48.bin;SCCP42.9-0-3S;14.0;FCH1711ADFQ;CP-7962G;No;phone;Cisco Unified IP Phone 7962G, Global;CP-7962G;V13;FCH1711ADFQ;6:46:59p;Asia/Riyadh;20/09/15;7348896;2719656;469776
10.159.188.240;1CAA07114F23;SEP1CAA07114F23;8439;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH151587AB;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH151587AB;6:47:01p;Saudi Arabia Standard Time;20/09/15;12307328;1715556;148704
10.159.188.241;FCFBFB116A45;SEPFCFBFB116A45;7871;jar42sccp.9-0-3TH1-22.sbn;tnp62.8-3-1-21a.bin;SCCP42.9-0-3S;11.0;FCH14099CVB;CP-7962G;No;phone;Cisco Unified IP Phone 7962G, Global;CP-7962G;V06;FCH14099CVB;6:46:57p;Asia/Riyadh;20/09/15;7320224;2561216;466336
10.159.188.243;081FF363414C;SEP081FF363414C;8407;jar42sccp.9-0-2ES2.sbn;tnp42.8-3-1-21a.bin;SCCP42.9-0-2SR1S;11.0;FCH1412819M;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V06;FCH1412819M;6:47:20p;Saudi Arabia Standard Time;20/09/15;8118944;2704412;495768
10.159.188.244;B4A4E329D48D;SEPB4A4E329D48D;8202;jar45sccp.9-0-2ES2.sbn;tnp65.8-3-1-21a.bin;SCCP45.9-0-2SR1S;B016-1-0-4;B016-1-0-4;12.0;FCH1438859W;CP-7965G;No;phone;Cisco Unified IP Phone 7965G, Global, Gig Ethernet, Color;CP-7965G;V08;FCH1438859W;KEM;Cisco Keypad Expansion Module,7916,COLOR;CP-7916;V2;FCH1436AYUA;KEM;Cisco Keypad Expansion Module,7916,COLOR;CP-7916;V2;FCH143780DL;6:47:15p;Saudi Arabia Standard Time;20/09/15;6292128;2585860;193016
10.159.188.245;B4A4E3D697E4;SEPB4A4E3D697E4;8206;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH14389ELR;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH14389ELR;6:47:19p;Saudi Arabia Standard Time;20/09/15;12278656;1721480;138272
10.159.188.246;001BD4A01D26;SEP001BD4A01D26;9069;jar11.7-2-2-12.sbn;tnp11.3-0-1-23.bin;term11.default;5.1;FCH11178Y22;CP-7911G;No
10.159.188.247;D4D748FF8D9A;SEPD4D748FF8D9A;3530;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH15469NLX;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15469NLX;6:47:20p;Saudi Arabia Standard Time;20/09/15;12295040;1718796;146464
10.159.188.248;B4A4E3D6DB08;SEPB4A4E3D6DB08;8371;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH14389VGP;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH14389VGP;6:47:20p;Saudi Arabia Standard Time;20/09/15;12278656;1704792;130216
10.159.188.249;B4A4E3D72FC1;SEPB4A4E3D72FC1;8375;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH1438AGXQ;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH1438AGXQ;6:47:23p;Saudi Arabia Standard Time;20/09/15;12282752;1721976;147672
10.159.188.252;FCFBFB10D934;SEPFCFBFB10D934;8406;jar42sccp.9-0-2ES2.sbn;tnp42.8-3-1-21a.bin;SCCP42.9-0-2SR1S;11.0;FCH14098DV1;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V06;FCH14098DV1;6:47:20p;Saudi Arabia Standard Time;20/09/15;8622752;2730404;166544
10.159.188.253;E840400D37B6;SEPE840400D37B6;8432;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH15129JB7;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15129JB7;6:47:16p;Saudi Arabia Standard Time;20/09/15;12249984;1710844;141384
10.159.188.255;001BD512D857;SEP001BD512D857;8534;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-3S;7.1;FCH11208BF2;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V03;FCH11208BF2;6:47:21p;Asia/Riyadh;20/09/15;10591056;1763464;601968
10.159.189.0;88F0778817F4;SEP88F0778817F4;8458;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH151784PQ;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH151784PQ;6:47:26p;Saudi Arabia Standard Time;20/09/15;12151680;1723220;134312
10.159.189.2;E840400C5DC8;SEPE840400C5DC8;9071;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH15128417;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15128417;6:47:25p;Saudi Arabia Standard Time;20/09/15;11828096;1716116;147144
10.159.189.3;B4A4E3D64498;SEPB4A4E3D64498;8433;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH14388W5C;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH14388W5C;6:47:19p;Saudi Arabia Standard Time;20/09/15;12143488;1750472;124552
10.159.189.4;001BD512D686;SEP001BD512D686;9052;jar11.7-2-2-12.sbn;tnp11.3-0-1-23.bin;term11.default;7.1;FCH11208B1D;CP-7911G
10.159.189.5;081FF363255D;SEP081FF363255D;8410;jar42sccp.9-0-2ES2.sbn;tnp42.8-3-1-21a.bin;SCCP42.9-0-2SR1S;11.0;FCH1411AGBW;CP-7942G;No;phone;Cisco Unified IP Phone 7942G, Global;CP-7942G;V06;FCH1411AGBW;6:47:29p;Saudi Arabia Standard Time;20/09/15;8594080;2696428;177016
10.159.189.6;E840400D1827;SEPE840400D1827;8538;jar11sccp.9-0-3TH1-22.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-3S;9.1;FCH15129BBA;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15129BBA;6:47:28p;Asia/Riyadh;20/09/15;10984272;1694996;571136
10.159.189.7;1C17D337C391;SEP1C17D337C391;8461;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;8.2;FCH1416A69W;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V08;FCH1416A69W;6:47:22p;Saudi Arabia Standard Time;20/09/15;12307328;1719808;137536
10.159.189.8;001BD4A06185;SEP001BD4A06185;9011;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-23.bin;SCCP11.9-0-2SR1S;5.1;FCH11179GP8;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V02;FCH11179GP8;6:47:30p;Saudi Arabia Standard Time;20/09/15;12114816;1825560;143096
10.159.189.9;1CAA071187F2;SEP1CAA071187F2;8456;jar11sccp.9-0-2ES2.sbn;tnp11.3-0-1-33.bin;SCCP11.9-0-2SR1S;9.1;FCH15158KWH;CP-7911G;No;phone;Cisco Unified IP Phone 7911G, Global;CP-7911G;V09;FCH15158KWH;6:47:29p;Saudi Arabia Standard Time;20/09/15;12143488;1710068;127320
